Student_ID,Linguistic,Musical,Bodily,Logical_Mathematical,Spatial_Visualization,Interpersonal,Intrapersonal,Naturalist
S3529,5,9,19,16,14,18,14,14
S3530,8,8,19,15,14,18,13,14
S3531,9,7,18,20,14,18,11,14
S3532,8,6,17,19,14,15,12,14
S3533,5,5,16,18,14,15,12,14
S3534,9,6,15,17,14,15,11,14
S3535,8,5,20,16,11,15,14,11
S3536,9,6,19,15,11,15,13,11
S3537,8,8,18,20,11,15,11,11
S3538,7,9,17,19,11,16,12,11
S3539,6,8,19,18,11,16,12,11
S3540,5,5,18,17,11,16,11,11
S3541,6,9,17,16,11,16,14,11
S3542,5,8,16,15,11,16,13,11
S3543,6,9,15,20,11,16,11,11
S3544,8,8,20,19,11,16,12,11
S3545,9,7,19,18,12,16,12,12
S3546,8,6,18,17,12,16,11,12
S3547,5,5,17,16,12,16,14,12
S3548,9,6,18,15,12,16,13,12
S3549,8,5,17,17,12,16,12,12
S3550,7,6,20,16,12,16,13,12
S3551,5,5,20,11,12,15,13,12
S3552,6,5,19,12,14,16,11,12
S3553,7,6,17,11,13,17,12,12
S3554,8,6,19,12,11,18,14,12
S3555,9,7,20,11,12,19,13,13
S3556,10,7,19,12,14,15,13,11
S3557,5,8,17,13,13,16,13,12
S3558,6,8,19,14,11,17,13,14
S3559,7,9,20,11,12,18,13,12
S3560,8,9,19,12,14,19,11,12
S3561,9,5,17,11,13,15,12,12
S3562,10,5,19,12,11,16,14,12
S3563,5,6,20,13,12,17,11,13
S3564,6,6,19,14,14,18,11,11
S3565,7,7,17,11,13,19,11,12
S3566,8,7,19,12,11,15,11,14
S3567,9,8,15,11,12,16,13,13
S3568,10,8,16,12,14,17,11,13
S3569,5,9,17,13,13,18,12,13
S3570,6,9,18,14,11,19,14,13
S3571,7,5,15,11,12,15,12,13
S3572,8,5,16,12,14,16,12,11
S3573,9,6,17,11,13,17,12,12
S3574,10,6,18,12,11,18,12,14
S3575,5,7,15,13,12,19,13,11
S3576,6,7,16,14,14,15,11,11
S3577,7,8,17,11,13,16,12,11
S3578,8,8,18,12,11,17,14,11
S3579,9,9,15,11,12,18,12,13
S3580,10,9,16,12,14,19,12,11
S3581,5,5,17,13,13,15,12,12
S3582,6,5,18,14,11,16,12,14
S3583,7,6,15,11,12,17,13,12
S3584,8,6,16,12,14,18,11,12
S3585,9,7,17,11,13,19,12,12
S3586,10,7,18,12,11,15,14,12
S3587,5,8,15,13,12,16,11,13
S3588,6,8,16,14,14,17,11,11
S3589,7,9,17,11,13,18,11,12
S3590,8,9,18,12,11,19,11,14
S3591,9,5,18,11,12,15,13,12
S3592,10,5,15,12,14,16,11,12
S3593,5,6,16,13,13,17,12,12
S3594,6,6,17,14,11,18,14,12
S3595,7,7,18,11,12,19,14,13
S3596,8,7,15,12,14,15,14,11
S3597,9,8,16,11,13,16,14,12
S3598,10,8,17,12,11,17,14,14
S3599,6,9,19,13,13,18,13,11
S3600,8,9,18,14,14,19,14,11
